ID Number,Name,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level,Move,Level
398,STARAPTOR,Tackle,1,Secret Power,1,Pluck,1,Air Slash,1,Pursuit,5,Endeavor,9,Roar,13,Headbutt,18,Steel Wing,38,Blaze Kick,40,Knock Off,50,Double-Edge,55,Close Combat,65,Brave Bird,70,,,,,,,,,,,,,,
399,BIDOOF,Quick Attack,1,Bite,5,Water Gun,9,Headbutt,13,BubbleBeam,17,Hyper Fang,21,Dive,25,Yawn,29,Crunch,33,Super Fang,37,Superpower,41,Aqua Tail,45,,,,,,,,,,,,,,,,,,
400,BIBAREL,Tackle,1,Mud Bomb,1,Mud Bomb,5,Bite,9,Ice Fang,13,Mud Shot,15,BubbleBeam,18,Hyper Fang,23,Dive,28,Yawn,33,Aqua Jet,38,Super Fang,40,Superpower,43,Aqua Tail,47,,,,,,,,,,,,,,
401,KRICKETOT,Growl,1,Bug Bite,1,Rollout,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,KRICKETUNE,Growl,1,Bug Buzz,1,False Swipe,10,Slash,14,GrassWhistle,18,Leech Life,22,Karate Chop,24,Bug Buzz,30,Sing,34,Fury Cutter,38,Night Slash,42,Brick Break,46,Swords Dance,57,,,,,,,,,,,,,,,,
403,SHINX,Swift,1,ThunderShock,5,Flash,9,Bite,13,Discharge,17,Roar,21,Ice Fang,30,Fire Fang,30,Crunch,36,Thunder Fang,37,Wild Charge,41,Fake Out,43,,,,,,,,,,,,,,,,,,
404,LUXIO,Slash,1,Flash,1,Ice Fang,5,Thunder Wave,9,Shock Wave,16,Roar,18,Metal Claw,23,Double Kick,28,Fire Fang,33,Night Slash,38,Roar,43,Wild Charge,49,Fake Out,51,,,,,,,,,,,,,,,,
405,LUXRAY,Mean Look,1,Bite,1,Fake Out,1,Feint,5,Discharge,9,Fire Fang,13,Headbutt,18,Teleport,23,Thunderbolt,28,Faint Attack,30,Roar,42,Iron Tail,49,Lock-On,51,Thunder Fang,56,Wild Charge,66,Pursuit,71,,,,,,,,,,
406,BUDEW,Vine Whip,1,Poison Sting,4,PoisonPowder,7,Stun Spore,10,Razor Leaf,13,Acid,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,ROSERADE,Power Whip,1,Sweet Scent,1,Poison Jab,1,Bullet Seed,1,Stun Spore,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,CRANIDOS,Headbutt,1,Pursuit,1,Take Down,6,Rock Throw,10,Roar,15,Headbutt,19,Rock Slide,24,Assurance,28,Dig,33,Zen Headbutt,37,Roar,43,Iron Head,70,Head Smash,99,,,,,,,,,,,,,,,,
409,RAMPARDOS,Headbutt,1,Pursuit,1,Double-Edge,6,Iron Head,10,Endeavor,15,Crunch,19,Zen Headbutt,24,Iron Tail,28,Roar,30,Revenge,36,Pursuit,43,Roar,52,Stone Edge,100,,,,,,,,,,,,,,,,
410,SHIELDON,Tackle,1,Flash Cannon,1,Rock Throw,6,Headbutt,10,Dig,15,Zen Headbutt,29,Stone Edge,34,Earthquake,38,Iron Head,45,Head Smash,75,Metal Burst,99,,,,,,,,,,,,,,,,,,,,
411,BASTIODON,Headbutt,1,Dig,1,Rock Throw,1,Zen Headbutt,1,Body Slam,6,Rock Slide,10,Iron Tail,15,Stomp,19,Double-Edge,24,Stone Edge,28,Iron Head,53,Earthquake,56,Head Smash,99,Metal Burst,100,,,,,,,,,,,,,,
412,BURMY,Leech Life,1,Nature Power,10,Camouflage,15,Hidden Power,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,WORMADAM,Leech Life,16,Protect,16,Camouflage,16,Powder Snow,20,Bug Bite,23,Razor Leaf,26,Captivate,28,Iron Head,29,Sand Tomb,32,Signal Beam,35,Leaf Storm,38,Flash Cannon,41,Blizzard,44,Earth Power,47,,,,,,,,,,,,,,
414,MOTHIM,Leech Life,1,U-turn,16,Camouflage,16,Psybeam,20,Bug Bite,23,Stun Spore,26,Aerial Ace,29,Giga Drain,32,Silver Wind,35,Sleep Powder,38,Air Slash,41,Psychic,44,Bug Buzz,47,,,,,,,,,,,,,,,,
415,COMBEE,Bug Bite,1,Gust,1,Sweet Scent,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,VESPIQUEN,Sweet Scent,1,Bug Bite,1,Poison Sting,3,Rage,7,Power Gem,9,Twineedle,13,Pursuit,15,Air Cutter,19,Whirlwind,21,Poison Jab,25,Bug Buzz,37,Air Slash,39,Roar,40,Attack Order,47,Hurricane,80,Heal Order,99,,,,,,,,,,
417,PACHIRISU,Discharge,1,Pound,1,Bite,5,Hyper Fang,9,Shock Wave,13,Fire Fang,17,Rollout,20,Crunch,21,Ice Fang,25,Follow Me,27,Thunder Fang,35,Super Fang,45,Charm,50,Thunder,55,,,,,,,,,,,,,,
418,BUIZEL,Water Gun,1,Tackle,5,BubbleBeam,16,Bite,23,Water Pulse,30,Headbutt,36,Dive,41,Crunch,44,Ice Fang,48,Vital Throw,55,Aqua Tail,75,,,,,,,,,,,,,,,,,,,,
419,FLOATZEL,Snore,1,SonicBoom,1,Hydro Pump,1,Powder Snow,1,Swift,1,BubbleBeam,23,Bite,26,Ice Punch,30,Headbutt,35,Dive,41,Crunch,56,Ice Fang,69,Vital Throw,79,Aqua Tail,90,,,,,,,,,,,,,,
420,CHERUBI,Mega Drain,1,Headbutt,7,Morning Sun,10,Lucky Chant,13,Magical Leaf,19,Nature Power,22,Worry Seed,28,Flame Wheel,31,Seed Bomb,37,Helping Hand,40,,,,,,,,,,,,,,,,,,,,,,
421,CHERRIM,Body Slam,1,Lucky Chant,1,Rock Slide,7,Nature Power,10,Helping Hand,13,Magical Leaf,19,Stun Spore,22,Razor Leaf,25,Morning Sun,30,Blaze Kick,35,Leaf Blade,43,Petal Dance,56,Flare Blitz,60,,,,,,,,,,,,,,,,
422,SHELLOS,Mud-Slap,1,Water Gun,2,Tackle,4,Swift,7,Mud Bomb,11,Water Pulse,16,Hidden Power,22,Body Slam,29,Muddy Water,37,Earth Power,46,,,,,,,,,,,,,,,,,,,,,,
423,GASTRODON,Earth Power,1,Dive,1,Secret Power,1,Brine,1,Sludge Bomb,2,Mud-Slap,4,Water Pulse,7,Mud Bomb,11,Hidden Power,16,Rock Slide,22,Body Slam,29,Muddy Water,47,Earthquake,54,,,,,,,,,,,,,,,,
424,AMBIPOM,Last Resort,1,Astonish,1,Dig,1,Scratch,1,Sand-Attack,4,Astonish,8,Metal Claw,11,Swift,15,Faint Attack,18,Water Pulse,22,Karate Chop,25,Slash,29,Bite,34,Aerial Ace,56,Force Palm,69,Double Hit,83,,,,,,,,,,
425,DRIFLOON,Wrap,1,Gust,1,Astonish,6,Teleport,11,Whirlwind,14,Payback,17,Selfdestruct,22,Air Cutter,27,Shadow Ball,27,Explosion,30,Air Slash,33,Focus Blast,38,Ominous Wind,43,,,,,,,,,,,,,,,,
426,DRIFBLIM,Water Ball,1,Wrap,1,Astonish,1,Gust,1,Astonish,6,Teleport,11,Whirlwind,14,Payback,17,Selfdestruct,22,Air Slash,27,Shadow Ball,27,Explosion,32,Air Slash,37,Focus Blast,44,Ominous Wind,51,,,,,,,,,,,,
427,BUNEARY,Astonish,1,Pound,1,Rolling Kick,1,Foresight,1,Bite,6,Swift,13,DoubleSlap,16,Double Kick,23,Crunch,36,Blaze Kick,43,Dizzy Punch,46,Bounce,53,Hi Jump Kick,56,Mega Kick,65,,,,,,,,,,,,,,
428,LOPUNNY,Mirror Coat,1,Magic Coat,1,Rolling Kick,1,Bite,1,Body Slam,1,Foresight,1,Low Kick,6,Slash,13,Dig,16,Jump Kick,20,Crunch,36,Blaze Kick,43,Dizzy Punch,46,Bounce,53,Hi Jump Kick,60,Mega Kick,73,,,,,,,,,,
429,MISMAGIUS,Shadow Ball,1,Magical Leaf,1,Teleport,1,Lucky Chant,1,Night Shade,90,Shadow Sneak,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,HONCHKROW,Night Shade,1,Assurance,1,Chatter,1,Pursuit,1,Whirlwind,25,Brave Bird,35,Superpower,45,Punishment,55,,,,,,,,,,,,,,,,,,,,,,,,,,
431,GLAMEOW,Copycat,1,Charm,4,Scratch,5,Faint Attack,8,Aerial Ace,13,Metal Claw,17,Slash,20,Night Slash,25,Assist,29,Hypnosis,32,Fake Out,37,Sucker Punch,41,Fury Swipes,45,,,,,,,,,,,,,,,,
432,PURUGLY,Copycat,1,Fury Swipes,1,Bite,1,Scratch,5,Faint Attack,8,Aerial Ace,13,Metal Claw,17,Slash,20,Night Slash,25,Assist,29,Hypnosis,37,Fake Out,42,Shadow Claw,45,Body Slam,47,Sucker Punch,53,,,,,,,,,,,,
433,CHINGLING,Confusion,1,Wrap,6,Uproar,9,Heal Bell,14,Psybeam,17,Recover,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,STUNKY,Scratch,1,Smog,1,Pursuit,4,Toxic,7,Selfdestruct,10,SmokeScreen,14,Metal Claw,18,Sludge,22,Explosion,27,Night Slash,32,Sludge Bomb,38,Gunk Shot,44,,,,,,,,,,,,,,,,,,
435,SKUNTANK,Scratch,1,Slash,1,Smog,1,Pursuit,4,Toxic,7,Metal Claw,10,Selfdestruct,14,SmokeScreen,18,Sludge Bomb,22,Sludge,27,Explosion,32,Night Slash,34,Flamethrower,42,Gunk Shot,62,,,,,,,,,,,,,,
436,BRONZOR,Confuse Ray,1,Hypnosis,1,Selfdestruct,5,Extrasensory,12,Teleport,14,Iron Head,19,Explosion,26,Zen Headbutt,30,Payback,35,Mirror Shot,37,Selfdestruct,41,Psychic,49,Gyro Ball,52,,,,,,,,,,,,,,,,
437,BRONZONG,Future Sight,1,Extrasensory,1,Psybeam,1,Flash Cannon,1,Extrasensory,1,Future Sight,1,Teleport,7,Payback,12,Iron Head,14,Zen Headbutt,19,Selfdestruct,26,Mirror Shot,30,Psychic,33,Confuse Ray,38,Explosion,43,Gyro Ball,50,Earthquake,61,Hypnosis,67,,,,,,
438,BONSLY,Rock Throw,1,Copycat,1,Mimic,6,Low Kick,9,Rock Throw,14,Selfdestruct,17,Block,22,Faint Attack,25,Rock Slide,30,Explosion,33,Wood Hammer,38,Sucker Punch,41,Fake Tears,56,,,,,,,,,,,,,,,,
439,MIME JR.,Safeguard,1,DoubleSlap,1,Confusion,1,Copycat,4,Magical Leaf,11,Zen Headbutt,15,Mimic,18,Barrier,22,Teleport,22,Seismic Toss,25,Psybeam,29,Light Screen,32,Reflect,36,Teleport,39,Role Play,43,Signal Beam,46,Psychic,50,,,,,,,,
440,HAPPINY,Pound,1,Seismic Toss,1,Copycat,5,Refresh,9,Sweet Kiss,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,CHATOT,Uproar,1,Air Cutter,5,Mirror Move,9,Sing,13,Roar,17,Chatter,21,Copycat,25,Mimic,29,Mud-Slap,33,Heat Wave,37,Air Slash,41,Hyper Voice,45,Mirror Move,65,,,,,,,,,,,,,,,,
442,SPIRITOMB,Pain Split,1,Pursuit,1,Confuse Ray,1,Revenge,1,Payback,1,Hypnosis,13,Silver Wind,19,Curse,20,Ominous Wind,25,Teleport,31,Dark Pulse,37,Aura Sphere,43,Earth Power,49,,,,,,,,,,,,,,,,
443,GIBLE,Take Down,1,Bite,3,Dragon Rage,7,Crunch,13,Sand Tomb,15,Dragon Claw,19,Roar,25,Fire Fang,27,Earthquake,31,Dragon Rush,77,,,,,,,,,,,,,,,,,,,,,,
444,GABITE,Dragon Pulse,1,Supersonic,1,Hyper Voice,3,Dragon Rage,7,Crunch,13,Sand Tomb,15,Dragon Claw,19,Roar,28,Fire Fang,33,Earthquake,40,Dragon Rush,88,,,,,,,,,,,,,,,,,,,,
445,GARCHOMP,Pursuit,1,Block,1,Air Slash,1,Twister,1,Air Cutter,1,Fire Fang,3,Fly,7,Crunch,13,Sand Tomb,15,Dragon Claw,19,Sky Attack,28,Whirlwind,33,Roar,40,Earthquake,48,Dragon Rush,55,,,,,,,,,,,,
446,MUNCHLAX,Lick,1,Whirlwind,1,Tackle,1,Metronome,4,Headbutt,9,Bite,12,Whirlwind,17,Submission,20,Take Down,25,Selfdestruct,28,Body Slam,33,Whirlwind,36,Crunch,41,Double-Edge,44,Swallow,100,,,,,,,,,,,,
447,RIOLU,Metal Claw,1,Force Palm,1,Bite,1,ThunderPunch,6,Iron Head,11,Aura Sphere,15,Copycat,19,Extrasensory,24,Ice Punch,29,,,,,,,,,,,,,,,,,,,,,,,,
448,LUCARIO,ExtremeSpeed,1,Extrasensory,1,Dragon Pulse,1,Iron Head,1,Metal Claw,1,Crunch,6,Force Palm,11,Feint,15,Bone Rush,19,Dark Pulse,24,Flash Cannon,29,Aura Sphere,33,Bonemerang,37,Roar,42,Meteor Mash,47,Close Combat,75,,,,,,,,,,
449,HIPPOPOTAS,Double-Edge,1,Whirlwind,1,Bite,7,Yawn,13,Ice Fang,19,Sand Tomb,25,Crunch,31,Roar,37,Stone Edge,44,Earthquake,50,,,,,,,,,,,,,,,,,,,,,,
450,HIPPOWDON,Ice Fang,1,Fire Fang,1,Thunder Fang,1,Body Slam,1,Sand-Attack,1,Whirlwind,1,Pursuit,1,Bite,7,Yawn,13,Double-Edge,19,Sand Tomb,25,Crunch,31,Roar,40,Stone Edge,50,Earthquake,60,,,,,,,,,,,,
451,SKORUPI,Bite,1,Poison Sting,1,Leech Life,1,Pin Missile,6,Poison Jab,12,Slash,17,Twineedle,23,Cross Poison,28,Night Slash,34,X-Scissor,39,Aqua Tail,45,Poison Tail,65,,,,,,,,,,,,,,,,,,
452,DRAPION,Thunder Fang,1,Ice Fang,1,Fire Fang,1,Bite,1,Poison Fang,1,Crush Claw,1,Bug Bite,1,Night Slash,6,Poison Jab,12,X-Scissor,17,Punishment,23,Cross Poison,28,Cross Chop,34,Crunch,39,ViceGrip,49,Poison Tail,78,,,,,,,,,,
453,CROAGUNK,Karate Chop,1,Poison Sting,3,Mud Bomb,8,Faint Attack,10,Flatter,15,Sludge Bomb,17,Rolling Kick,22,Payback,24,Poison Jab,29,Earth Power,31,Revenge,36,Pursuit,38,Gunk Shot,69,Vacuum Wave,77,,,,,,,,,,,,,,
454,TOXICROAK,Assurance,1,Cross Poison,1,Flatter,1,Mud-Slap,3,Mud Bomb,8,Faint Attack,10,Twineedle,15,Sludge Bomb,17,Rolling Kick,22,Payback,24,Poison Jab,29,Earth Power,31,Revenge,45,Pursuit,51,Gunk Shot,70,Vacuum Wave,88,,,,,,,,,,
455,CARNIVINE,Vine Whip,1,Leech Life,1,Bite,7,Sweet Scent,11,Razor Leaf,17,Faint Attack,21,Fire Fang,27,Wring Out,31,Giga Drain,31,Swallow,31,Crunch,37,Sleep Powder,41,Power Whip,47,,,,,,,,,,,,,,,,
456,FINNEON,Water Gun,1,Pound,6,Gust,10,Water Pulse,13,Pursuit,17,Flash,22,Signal Beam,26,U-turn,28,Dive,29,Bounce,33,Icy Wind,35,Ice Fang,38,Double-Edge,42,Whirlpool,45,Crunch,49,,,,,,,,,,,,
457,LUMINEON,Confuse Ray,1,Camouflage,1,Silver Wind,1,Brine,6,Pursuit,10,Flash,13,Bug Bite,17,Whirlpool,22,Signal Beam,26,Air Slash,28,Dive,29,U-turn,34,Ice Fang,35,Bounce,42,Silver Wind,45,Double-Edge,48,Fury Cutter,50,Aqua Tail,53,Ominous Wind,55,,,,
458,MANTYKE,Wing Attack,1,Bubble,1,Supersonic,4,Water Pulse,10,Aurora Beam,13,BubbleBeam,19,Twister,22,Ice Beam,28,Roost,31,Whirlpool,37,Helping Hand,40,Air Slash,46,Hydro Pump,49,Hurricane,51,Scald,55,,,,,,,,,,,,
459,SNOVER,Powder Snow,1,Razor Leaf,1,Ice Punch,5,Seed Bomb,9,Ice Beam,13,GrassWhistle,17,Focus Blast,21,Blizzard,26,Leaf Storm,31,Stone Edge,36,Avalanche,41,Wood Hammer,46,,,,,,,,,,,,,,,,,,
460,ABOMASNOW,Ice Punch,1,Hammer Arm,1,Energy Ball,1,Focus Blast,1,Stone Edge,1,Seed Bomb,5,Ice Beam,9,GrassWhistle,13,Whirlwind,17,Blizzard,21,Leaf Storm,26,Roar,31,Earthquake,36,Avalanche,47,Wood Hammer,58,,,,,,,,,,,,
461,WEAVILE,Beat Up,1,Revenge,1,Slash,1,Dark Pulse,1,Aurora Beam,1,Crush Claw,1,X-Scissor,1,Poison Jab,8,Assist,10,Metal Claw,14,Double-Edge,21,Ice Beam,24,Night Slash,28,Aerial Ace,35,Submission,38,Ice Punch,42,Punishment,59,,,,,,,,
462,MAGNEZONE,Mirror Coat,1,Tri Attack,1,Iron Head,1,Tackle,1,ThunderShock,1,Gyro Ball,1,ThunderShock,6,Supersonic,11,SonicBoom,14,Signal Beam,17,Shock Wave,22,Teleport,27,Selfdestruct,30,Magnet Bomb,34,Discharge,40,Explosion,46,Teleport,50,Flash Cannon,54,Thunderbolt,60,,,,
463,LICKILICKY,Lick,1,Swallow,5,Stomp,9,Acid,13,Wrap,17,Double-Edge,21,Disable,25,Lick,29,Aqua Tail,33,Me First,37,Sludge Bomb,41,Slam,45,Power Whip,49,Zen Headbutt,51,Wring Out,53,Gastro Acid,57,Toxic,60,Lick,63,,,,,,
464,RHYPERIOR,Fire Punch,1,Crush Claw,1,Roar,1,Rock Slide,1,Crunch,1,Aqua Tail,9,Submission,13,Rock Blast,21,Drill Run,25,Poison Jab,33,Hammer Arm,47,Stone Edge,49,Double-Edge,55,Megahorn,69,Earthquake,77,Rock Wrecker,100,,,,,,,,,,
465,TANGROWTH,Sleep Powder,1,Wrap,1,Mega Drain,5,Sludge Bomb,8,Rock Slide,12,Slam,15,Vine Whip,19,Aerial Ace,22,AncientPower,26,Swallow,29,Power Whip,33,Poison Jab,36,Brick Break,40,Rock Slide,43,Energy Ball,47,Wring Out,50,Stun Spore,54,Endeavor,57,,,,,,
466,ELECTIVIRE,Flamethrower,1,Discharge,1,Psychic,1,ThunderShock,1,Hammer Arm,1,Thunderbolt,7,Low Kick,10,Swift,16,Shock Wave,19,Seismic Toss,25,ThunderPunch,28,Cross Chop,37,Fire Punch,43,Ice Punch,52,Wild Charge,65,Earthquake,69,,,,,,,,,,
467,MAGMORTAR,Flare Blitz,1,Smog,1,Rock Slide,1,Heat Wave,1,SmokeScreen,1,Blast Burn,5,Faint Attack,7,ThunderPunch,10,Lava Plume,16,Cross Chop,19,Confuse Ray,25,Psychic,28,Thunderbolt,43,Focus Blast,52,Double-Edge,68,Fire Blast,77,Milk Drink,100,,,,,,,,
468,TOGEKISS,Teleport,1,Whirlwind,1,Aura Sphere,1,Air Slash,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,YANMEGA,Night Slash,1,Bug Bite,1,Aerial Ace,1,Air Slash,1,Uproar,1,Whirlwind,1,Leech Life,6,Pursuit,11,Swift,14,SonicBoom,17,Supersonic,22,Whirlwind,27,Silver Wind,30,Ominous Wind,33,Air Cutter,38,Signal Beam,43,Whirlwind,46,AncientPower,49,Air Slash,54,Bug Buzz,57,,
470,LEAFEON,Iron Tail,1,Magical Leaf,1,Bite,1,Aerial Ace,8,Leaf Blade,21,Sweet Scent,22,X-Scissor,29,Double Kick,36,Razor Leaf,43,Refresh,50,GrassWhistle,57,Double-Edge,64,Leaf Blade,71,Aromatherapy,78,,,,,,,,,,,,,,
471,GLACEON,Trump Card,1,Ice Fang,1,Barrier,21,Tickle,22,Nature Power,25,Aurora Beam,28,Signal Beam,29,Water Pulse,36,Earth Power,43,Ice Beam,50,Focus Blast,57,Shadow Ball,64,Mirror Coat,71,Blizzard,78,Hyper Beam,87,Mist,90,Ice Shard,92,Wish,97,Gravity,100,Trump Card,100,,
472,GLISCOR,Thunder Fang,1,Ice Fang,1,Fire Fang,1,Poison Jab,1,Sand-Attack,5,Sand Tomb,10,Night Slash,15,Faint Attack,20,Poison Tail,23,Cross Poison,25,Brick Break,28,X-Scissor,30,Rock Slide,33,Wing Attack,37,Steel Wing,41,Aqua Tail,44,Stone Edge,48,Aerial Ace,52,Earthquake,55,,,,
473,MAMOSWINE,AncientPower,1,Body Slam,1,Odor Sleuth,1,Mud-Slap,1,Powder Snow,1,Bite,4,Double-Edge,8,Earth Power,13,Rock Slide,16,Ice Beam,20,Dig,25,Stone Edge,28,Double Hit,32,Ice Fang,33,Earthquake,40,Crunch,48,Superpower,56,Icicle Spear,65,,,,,,
474,PORYGON-Z,Recycle,1,Conversion 2,1,Teleport,1,Powder Snow,1,Swift,1,Psybeam,7,Hidden Power,12,Thrash,18,Teleport,23,Recover,29,Signal Beam,34,Discharge,40,Double-Edge,45,Teleport,51,Ice Beam,56,Dark Pulse,62,Tri Attack,70,,,,,,,,
475,GALLADE,Poison Jab,1,Brick Break,1,X-Scissor,1,Psychic,1,Fire Punch,1,Ice Punch,1,ThunderPunch,6,Slash,10,Fury Cutter,12,Aqua Cutter,13,Leaf Blade,22,Zen Headbutt,25,Night Slash,31,Cross Chop,36,Teleport,37,Psycho Cut,45,Stone Edge,50,Close Combat,53,,,,,,
476,PROBOPASS,Head Smash,1,Tri Attack,1,Body Slam,1,Iron Head,1,Stone Edge,1,Hyper Beam,1,Earth Power,7,Seismic Toss,13,Rock Slide,19,Flash Cannon,25,Discharge,31,Selfdestruct,37,Power Gem,42,Magnet Bomb,49,Thunder Wave,55,Explosion,61,AncientPower,67,Mirror Shot,73,Metal Burst,79,,,,
477,DUSKNOIR,Fire Punch,1,Ice Punch,1,ThunderPunch,1,Spacial Rend,1,Swallow,1,Astonish,1,Night Shade,1,Mystical Fire,1,Seismic Toss,6,Aura Sphere,9,Shadow Ball,14,Teleport,17,Double-Edge,22,Payback,25,Submission,30,Stone Edge,33,Teleport,37,Shadow Punch,43,Hammer Arm,51,Earthquake,61,,
478,FROSLASS,Swift,1,Powder Snow,1,Sweet Kiss,1,Water Pulse,1,Night Shade,4,Secret Power,10,Nature Power,13,Disable,17,Teleport,19,Hyper Voice,22,Ice Fang,28,Shadow Ball,31,Roar,37,Aura Sphere,70,Ice Beam,77,Ominous Wind,85,,,,,,,,,,
479,ROTOM,ThunderShock,1,Uproar,1,Thunder Wave,1,Teleport,1,Shock Wave,1,Night Shade,8,Confuse Ray,15,Shadow Ball,22,Dark Pulse,29,Signal Beam,36,Focus Blast,43,Discharge,50,,,,,,,,,,,,,,,,,,
480,UXIE,Recover,1,Aura Sphere,1,Signal Beam,6,Extrasensory,16,Teleport,21,Yawn,31,Future Sight,36,Thunder Wave,46,Psychic,51,Teleport,61,Natural Gift,66,Memento,76,,,,,,,,,,,,,,,,,,
481,MESPRIT,Recover,1,Aura Sphere,1,Signal Beam,6,Extrasensory,16,Teleport,21,Lucky Chant,31,Future Sight,36,Copycat,46,Psychic,51,Teleport,61,Natural Gift,66,Focus Blast,76,,,,,,,,,,,,,,,,,,
482,AZELF,Recover,1,Aura Sphere,1,Signal Beam,6,Extrasensory,16,Selfdestruct,21,Hyper Voice,31,Future Sight,36,Last Resort,46,Psychic,51,Teleport,61,Natural Gift,66,Explosion,76,,,,,,,,,,,,,,,,,,
483,DIALGA,Earth Power,1,Aura Sphere,1,Metal Claw,10,AncientPower,20,Dragon Claw,30,Roar of Time,40,DragonBreath,50,Outrage,60,Roar,70,Flash Cannon,80,Focus Blast,90,,,,,,,,,,,,,,,,,,,,
484,PALKIA,Earth Power,1,Aura Sphere,1,Aqua Tail,10,AncientPower,20,Hydro Pump,30,Spacial Rend,40,DragonBreath,50,Outrage,60,Whirlwind,70,Whirlpool,80,Focus Blast,90,,,,,,,,,,,,,,,,,,,,
485,HEATRAN,AncientPower,1,Swallow,5,Magma Storm,9,Fire Fang,17,Flash Cannon,25,Crunch,33,Earth Power,41,Lava Plume,49,Fire Spin,57,Iron Head,65,Explosion,73,Heat Wave,81,Stone Edge,88,Dragon Pulse,96,,,,,,,,,,,,,,
486,REGIGIGAS,Fire Punch,1,Ice Punch,1,ThunderPunch,1,Dizzy Punch,1,Knock Off,1,Confuse Ray,1,Earthquake,1,Revenge,25,Zen Headbutt,50,Crush Grip,75,Explosion,100,,,,,,,,,,,,,,,,,,,,
487,GIRATINA,DragonBreath,1,Aura Sphere,1,Ominous Wind,10,AncientPower,20,Dragon Claw,30,Shadow Force,40,Roar of Time,50,Shadow Force,60,Earthquake,70,Shadow Claw,80,Spacial Rend,90,,,,,,,,,,,,,,,,,,,,
488,CRESSELIA,Lunar Dance,1,Aura Sphere,1,Moonlight,11,Night Shade,20,Teleport,29,Triple Axel,38,Psycho Shift,47,Psycho Cut,57,Whirlwind,66,Hyper Beam,75,Signal Beam,84,Psychic,93,,,,,,,,,,,,,,,,,,
489,PHIONE,Focus Blast,1,Aqua Tail,1,Whirlwind,9,Supersonic,16,Energy Ball,24,Whirlpool,31,Teleport,39,Earth Power,46,Ice Beam,54,Hydro Pump,61,Aura Sphere,69,,,,,,,,,,,,,,,,,,,,
490,MANAPHY,Aqua Tail,1,Focus Blast,1,Confuse Ray,1,Signal Beam,9,Whirlpool,16,Whirlwind,24,Teleport,31,Energy Ball,39,Ice Beam,46,Hydro Pump,54,Earth Power,61,Aura Sphere,69,Heart Swap,76,,,,,,,,,,,,,,,,
491,DARKRAI,Aura Sphere,1,Ominous Wind,1,Mean Look,5,Dark Pulse,11,Hypnosis,20,Faint Attack,29,Glare,35,Shadow Force,38,Dream Eater,47,Extrasensory,57,Dark Void,66,Teleport,75,Aura Sphere,84,Dark Pulse,93,,,,,,,,,,,,,,
492,SHAYMIN,Earth Power,1,Magical Leaf,10,Air Slash,19,Synthesis,28,Sweet Scent,37,Aura Sphere,46,Worry Seed,55,Nature Power,64,Seed Flare,73,Sweet Kiss,82,Whirlwind,91,Aromatherapy,100,,,,,,,,,,,,,,,,,,
493,ARCEUS,Seismic Toss,1,Hyper Beam,1,Roar of Time,1,Punishment,1,Seed Flare,10,Earth Power,20,Hyper Voice,30,Explosion,40,Magma Storm,50,Recover,60,Earthquake,70,ExtremeSpeed,80,Shadow Force,90,Judgment,100,,,,,,,,,,,,,,
494,Egg,HP Water,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Bad Egg,HP Water,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Deoxys (A),Leer,1,Wrap,1,Night Shade,9,Teleport,17,Pursuit,25,Pursuit,33,Psychic,41,Superpower,49,Psycho Shift,57,Zen Headbutt,65,Cosmic Power,73,Zap Cannon,81,Psycho Boost,89,Hyper Beam,97,,,,,,,,,,,,,,
497,Deoxys (D),Leer,1,Wrap,1,Night Shade,9,Teleport,17,Knock Off,25,Spikes,33,Psychic,41,Protect,49,Psycho Shift,57,Zen Headbutt,65,Iron Defense,73,Amnesia,73,Recover,81,Psycho Boost,89,Counter,97,Mirror Coat,97,,,,,,,,,,
498,Deoxys (S),Leer,1,Wrap,1,Night Shade,9,Double Team,17,Knock Off,25,Pursuit,33,Psychic,41,Swift,49,Psycho Shift,57,Zen Headbutt,65,Agility,73,Recover,81,Psycho Boost,89,ExtremeSpeed,97,,,,,,,,,,,,,,
499,Wormadam (S),Tackle,1,Protect,10,Bug Bite,15,Hidden Power,20,Protect,23,Rock Blast,26,Harden,29,Psybeam,32,Captivate,35,Flail,38,Attract,41,Psychic,44,Head Smash,47,,,,,,,,,,,,,,,,
